timestamp,/load_data_x,/load_data_y,/load_data_z,/joystick_inputs_x,/joystick_inputs_y,/joystick_inputs_z,/video_frames_z,/motor_status_x,/motor_status_y,/motor_status_z
1767723994.8488655,316.8125,256.2585,164.516,,,,,,,
1767723994.8615825,,,,0.0,-0.0,0.0,,,,
1767723994.8680232,,,,,,,127,,,
1767723994.8857317,,,,,,,,0.0,30.0,0.0
1767723994.8978257,316.8125,256.2585,164.516,,,,,,,
1767723994.9115024,,,,0.0,-0.0,0.0,,,,
1767723994.9219482,,,,,,,128,,,
1767723994.9353836,,,,,,,,0.0,30.0,0.0
1767723994.9493554,316.8125,256.2585,164.516,,,,,,,
1767723994.961387,,,,0.0,-0.0,0.0,,,,
1767723994.968261,,,,,,,129,,,
1767723994.9857657,,,,,,,,0.0,27.0,0.0
1767723994.9981573,316.8125,256.2585,220.1755,,,,,,,
1767723995.0113883,,,,0.0,-0.0,0.0,,,,
1767723995.0193067,,,,,,,130,,,
1767723995.0356774,,,,,,,,0.0,27.0,0.0
1767723995.0490527,162.711,256.2585,220.3495,,,,,,,
1767723995.0615344,,,,0.0,-0.0,0.0,,,,
1767723995.0665045,,,,,,,131,,,
1767723995.0855303,,,,,,,,0.0,24.0,0.0
1767723995.0981493,162.711,256.2585,220.4885,,,,,,,
1767723995.1114562,,,,0.0,-0.0,0.0,,,,
1767723995.1196156,,,,,,,132,,,
1767723995.135767,,,,,,,,0.0,24.0,0.0
1767723995.148463,162.711,256.2585,220.4885,,,,,,,
1767723995.1613455,,,,0.0,-0.0,0.0,,,,
1767723995.1669972,,,,,,,133,,,
1767723995.18577,,,,,,,,0.0,21.0,0.0
1767723995.197393,162.711,256.2585,220.936,,,,,,,
1767723995.2116144,,,,0.0,-0.0,0.0,,,,
1767723995.2210457,,,,,,,134,,,
1767723995.2353454,,,,,,,,0.0,21.0,0.0
1767723995.2506127,162.711,144.2265,220.9635,,,,,,,
1767723995.261601,,,,0.0,-0.0,0.0,,,,
1767723995.267334,,,,,,,135,,,
1767723995.2855256,,,,,,,,0.0,21.0,0.0
1767723995.2967408,162.711,144.2265,220.956,,,,,,,
1767723995.31185,,,,0.0,-0.0,0.0,,,,
1767723995.321673,,,,,,,136,,,
1767723995.335359,,,,,,,,0.0,18.0,0.0
1767723995.3485267,162.711,144.2265,116.4875,,,,,,,
1767723995.3614974,,,,0.0,-0.0,0.0,,,,
1767723995.3682344,,,,,,,137,,,
1767723995.3855026,,,,,,,,0.0,18.0,0.0
1767723995.396497,162.711,144.2265,220.807,,,,,,,
1767723995.4115436,,,,0.0,-0.0,0.0,,,,
1767723995.4229748,,,,,,,138,,,
1767723995.4353461,,,,,,,,0.0,15.0,0.0
1767723995.4487827,162.711,273.362,220.864,,,,,,,
1767723995.4614828,,,,0.0,-0.0,0.0,,,,
1767723995.4699838,,,,,,,139,,,
1767723995.4854696,,,,,,,,0.0,15.0,0.0
1767723995.4981112,162.711,273.362,220.726,,,,,,,
1767723995.511415,,,,0.0,-0.0,0.0,,,,
1767723995.5193388,,,,,,,140,,,
1767723995.5355327,,,,,,,,0.0,12.0,0.0
1767723995.547666,162.711,273.362,219.944,,,,,,,
1767723995.5625842,,,,0.0,-0.0,0.0,,,,
1767723995.5681555,,,,,,,141,,,
1767723995.5854988,,,,,,,,0.0,12.0,0.0
1767723995.5975847,319.987,273.362,219.7005,,,,,,,
1767723995.611519,,,,0.0,-0.0,0.0,,,,
1767723995.6213136,,,,,,,142,,,
1767723995.635386,,,,,,,,0.0,9.0,0.0
1767723995.6471379,319.987,268.062,60.7525,,,,,,,
1767723995.6613152,,,,0.0,-0.0,0.0,,,,
1767723995.667197,,,,,,,143,,,
1767723995.6856177,,,,,,,,0.0,9.0,0.0
1767723995.6969826,319.987,268.062,218.587,,,,,,,
1767723995.7119768,,,,0.0,-0.0,0.0,,,,
1767723995.7234724,,,,,,,144,,,
1767723995.735488,,,,,,,,0.0,6.0,0.0
1767723995.748188,319.977,268.062,218.656,,,,,,,
1767723995.7616692,,,,0.0,-0.0,0.0,,,,
1767723995.767846,,,,,,,145,,,
1767723995.7857077,,,,,,,,0.0,6.0,0.0
1767723995.7972474,319.977,263.3215,217.624,,,,,,,
1767723995.8116791,,,,0.0,-0.0,0.0,,,,
1767723995.8251643,,,,,,,146,,,
1767723995.835664,,,,,,,,0.0,3.0,0.0
1767723995.8489633,319.977,263.3215,217.624,,,,,,,
1767723995.8620524,,,,0.0,-0.0,0.0,,,,
1767723995.8691576,,,,,,,147,,,
1767723995.8858428,,,,,,,,0.0,3.0,0.0
1767723995.8971035,319.541,263.3215,114.4745,,,,,,,
1767723995.9116385,,,,0.0,-0.0,0.0,,,,
1767723995.9216373,,,,,,,148,,,
1767723995.9356074,,,,,,,,0.0,0.0,0.0
1767723995.947343,319.541,258.887,162.257,,,,,,,
1767723995.961758,,,,0.0,-0.0,0.0,,,,
1767723995.9685242,,,,,,,149,,,
1767723995.985762,,,,,,,,0.0,0.0,0.0
1767723995.9976408,319.541,258.887,162.257,,,,,,,
1767723996.0114553,,,,0.0,-0.0,0.0,,,,
1767723996.0190563,,,,,,,150,,,
1767723996.0353649,,,,,,,,0.0,-3.0,0.0
1767723996.0493996,319.541,258.887,113.6615,,,,,,,
1767723996.0613241,,,,0.0,-0.0,0.0,,,,
1767723996.0670335,,,,,,,151,,,
1767723996.0856364,,,,,,,,0.0,-3.0,0.0
1767723996.0975082,318.9975,258.887,215.28,,,,,,,
1767723996.1119158,,,,0.0,-0.0,0.0,,,,
1767723996.1234226,,,,,,,152,,,
1767723996.135726,,,,,,,,0.0,-6.0,0.0
1767723996.1485734,318.9975,255.232,226.669,,,,,,,
1767723996.161692,,,,0.0,-0.0,0.0,,,,
1767723996.1681812,,,,,,,153,,,
1767723996.185924,,,,,,,,0.0,-6.0,0.0
1767723996.1972752,318.9975,255.232,226.669,,,,,,,
1767723996.211581,,,,0.0,-0.0,0.0,,,,
1767723996.2225623,,,,,,,154,,,
1767723996.2354152,,,,,,,,0.0,-9.0,0.0
1767723996.2515776,318.9975,255.232,112.8605,,,,,,,
1767723996.2618642,,,,0.0,-0.0,0.0,,,,
1767723996.2685747,,,,,,,155,,,
1767723996.2857203,,,,,,,,0.0,-9.0,0.0
1767723996.2966998,318.9975,252.0335,213.926,,,,,,,
1767723996.311602,,,,0.0,-0.0,0.0,,,,
1767723996.3227446,,,,,,,156,,,
1767723996.3354578,,,,,,,,0.0,-12.0,0.0
1767723996.3488996,318.9975,252.0335,11.8885,,,,,,,
1767723996.3613763,,,,0.0,-0.0,0.0,,,,
1767723996.3675568,,,,,,,157,,,
1767723996.3859098,,,,,,,,0.0,-12.0,0.0
1767723996.3970177,318.9975,252.0335,11.8885,,,,,,,
1767723996.4115696,,,,0.0,-0.0,0.0,,,,
1767723996.4196572,,,,,,,158,,,
1767723996.4353275,,,,,,,,0.0,-15.0,0.0
1767723996.4489923,318.9975,252.0335,212.823,,,,,,,
1767723996.461302,,,,0.0,-0.0,0.0,,,,
1767723996.4667256,,,,,,,159,,,
1767723996.485731,,,,,,,,0.0,-15.0,0.0
1767723996.4981327,318.9975,249.256,212.3055,,,,,,,
1767723996.511612,,,,0.0,-0.0,0.0,,,,
1767723996.5216272,,,,,,,160,,,
1767723996.5368884,,,,,,,,0.0,-18.0,0.0
1767723996.5496142,318.9975,249.256,212.074,,,,,,,
1767723996.5614746,,,,0.0,-0.0,0.0,,,,
1767723996.568164,,,,,,,161,,,
1767723996.5859342,,,,,,,,0.0,-18.0,0.0
1767723996.5973532,318.9975,249.256,207.9435,,,,,,,
1767723996.6119785,,,,0.0,-0.0,0.0,,,,
1767723996.6228445,,,,,,,162,,,
1767723996.6353488,,,,,,,,0.0,-21.0,0.0
1767723996.6481478,163.1515,247.253,207.9435,,,,,,,
1767723996.6616786,,,,0.0,-0.0,0.0,,,,
1767723996.669072,,,,,,,163,,,
1767723996.6856542,,,,,,,,0.0,-21.0,0.0
1767723996.6967416,163.1515,247.253,207.9435,,,,,,,
1767723996.7116053,,,,0.0,-0.0,0.0,,,,
1767723996.7247024,,,,,,,164,,,
1767723996.735363,,,,,,,,0.0,-24.0,0.0
1767723996.7496142,163.1515,247.253,111.8495,,,,,,,
1767723996.7614124,,,,0.0,-0.0,0.0,,,,
1767723996.768867,,,,,,,165,,,
1767723996.7858846,,,,,,,,0.0,-24.0,0.0
1767723996.7969637,163.1515,247.253,211.9435,,,,,,,
1767723996.8113825,,,,0.0,-0.0,0.0,,,,
1767723996.8192573,,,,,,,166,,,
1767723996.8355422,,,,,,,,0.0,-27.0,0.0
1767723996.8481698,163.1515,247.253,315.72,,,,,,,
1767723996.8613021,,,,0.0,-0.0,0.0,,,,
1767723996.8666258,,,,,,,167,,,
1767723996.8855262,,,,,,,,0.0,-27.0,0.0
1767723996.8973026,163.1515,247.253,315.72,,,,,,,
1767723996.9115953,,,,0.0,-0.0,0.0,,,,
1767723996.9210527,,,,,,,168,,,
1767723996.9353843,,,,,,,,0.0,-30.0,0.0
1767723996.9492793,163.1515,247.253,105.2575,,,,,,,
1767723996.961786,,,,0.0,-0.0,0.0,,,,
1767723996.9684696,,,,,,,169,,,
1767723996.9861746,,,,,,,,0.0,-30.0,0.0
1767723996.997732,163.1515,247.253,211.2395,,,,,,,
1767723997.0115557,,,,0.0,-0.0,0.0,,,,
1767723997.0216417,,,,,,,170,,,
1767723997.0354893,,,,,,,,0.0,-33.0,0.0
1767723997.0477018,163.1515,247.253,210.9595,,,,,,,
1767723997.0613506,,,,0.0,-0.0,0.0,,,,
1767723997.0668743,,,,,,,171,,,
1767723997.0861075,,,,,,,,0.0,-33.0,0.0
1767723997.0982156,163.1515,247.253,210.9635,,,,,,,
1767723997.1117792,,,,0.0,-0.0,0.0,,,,
1767723997.1227496,,,,,,,172,,,
1767723997.1356091,,,,,,,,0.0,-36.0,0.0
1767723997.1490948,163.1515,247.253,158.146,,,,,,,
1767723997.1615808,,,,0.0,-0.0,0.0,,,,
1767723997.1681113,,,,,,,173,,,
1767723997.1866958,,,,,,,,0.0,-36.0,0.0
1767723997.1968784,316.1685,247.253,158.146,,,,,,,
1767723997.2116652,,,,0.0,-0.0,0.0,,,,
1767723997.2229743,,,,,,,174,,,
1767723997.2354813,,,,,,,,0.0,-39.0,0.0
1767723997.2471905,316.1685,132.1765,210.5155,,,,,,,
1767723997.2614691,,,,0.0,-0.0,0.0,,,,
1767723997.2680352,,,,,,,175,,,
1767723997.2865965,,,,,,,,0.0,-39.0,0.0
1767723997.2970054,316.1685,132.1765,210.3735,,,,,,,
1767723997.3115642,,,,0.0,-0.0,0.0,,,,
1767723997.3194697,,,,,,,176,,,
1767723997.3353488,,,,,,,,0.0,-42.0,0.0
1767723997.347706,315.9365,132.1765,210.25,,,,,,,
1767723997.361379,,,,0.0,-0.0,0.0,,,,
1767723997.367517,,,,,,,177,,,
1767723997.3855488,,,,,,,,0.0,-42.0,0.0
1767723997.3980415,315.9365,132.1765,157.5445,,,,,,,
1767723997.4118068,,,,0.0,-0.0,0.0,,,,
1767723997.4213927,,,,,,,178,,,
1767723997.4353585,,,,,,,,0.0,-39.0,0.0
1767723997.4478629,315.9365,132.1765,157.5445,,,,,,,
1767723997.4615417,,,,0.0,-0.0,0.0,,,,
1767723997.4685473,,,,,,,179,,,
1767723997.4855847,,,,,,,,0.0,-39.0,0.0
1767723997.4970498,315.9365,132.1765,11.9295,,,,,,,
1767723997.5115273,,,,0.0,-0.0,0.0,,,,
1767723997.522394,,,,,,,180,,,
1767723997.535355,,,,,,,,0.0,-36.0,0.0
1767723997.5485086,315.9365,132.1765,209.554,,,,,,,
1767723997.561562,,,,0.0,-0.0,0.0,,,,
1767723997.5680227,,,,,,,181,,,
1767723997.5861154,,,,,,,,0.0,-36.0,0.0
1767723997.5966406,315.9365,132.1765,209.468,,,,,,,
1767723997.6131976,,,,0.0,-0.0,0.0,,,,
1767723997.6246996,,,,,,,182,,,
1767723997.6357162,,,,,,,,0.0,-33.0,0.0
1767723997.647365,315.9365,132.1765,209.468,,,,,,,
1767723997.6615217,,,,0.0,-0.0,0.0,,,,
1767723997.6677198,,,,,,,183,,,
1767723997.6855671,,,,,,,,0.0,-33.0,0.0
1767723997.6977227,315.9365,132.1765,209.468,,,,,,,
1767723997.7117832,,,,0.0,-0.0,0.0,,,,
1767723997.7195606,,,,,,,184,,,
1767723997.735378,,,,,,,,0.0,-30.0,0.0
1767723997.7474995,315.9365,132.1765,209.404,,,,,,,
1767723997.7613337,,,,0.0,-0.0,0.0,,,,
1767723997.7677503,,,,,,,185,,,
1767723997.7860918,,,,,,,,0.0,-30.0,0.0
1767723997.798963,315.9365,132.1765,207.798,,,,,,,
1767723997.8116078,,,,0.0,-0.0,0.0,,,,
1767723997.8211594,,,,,,,186,,,
1767723997.8353398,,,,,,,,0.0,-27.0,0.0
1767723997.8483496,315.9365,132.1765,207.798,,,,,,,
1767723997.8615944,,,,0.0,-0.0,0.0,,,,
1767723997.867549,,,,,,,187,,,
1767723997.8860688,,,,,,,,0.0,-27.0,0.0
1767723997.897307,315.9365,132.1765,110.1465,,,,,,,
1767723997.911556,,,,0.0,-0.0,0.0,,,,
1767723997.9223487,,,,,,,188,,,
1767723997.9353707,,,,,,,,0.0,-24.0,0.0
1767723997.9483979,315.9365,132.1765,208.4135,,,,,,,
1767723997.9615085,,,,0.0,-0.0,0.0,,,,
1767723997.9677904,,,,,,,189,,,
1767723997.9863193,,,,,,,,0.0,-24.0,0.0
1767723997.9966655,315.9365,132.1765,208.242,,,,,,,
1767723998.011606,,,,0.0,-0.0,0.0,,,,
1767723998.0206444,,,,,,,190,,,
1767723998.0356472,,,,,,,,0.0,-21.0,0.0
1767723998.0478535,315.9365,132.1765,208.242,,,,,,,
1767723998.0612555,,,,0.0,-0.0,0.0,,,,
1767723998.0668411,,,,,,,191,,,
1767723998.085496,,,,,,,,0.0,-21.0,0.0
1767723998.0975184,315.9365,132.1765,207.9055,,,,,,,
1767723998.111525,,,,0.0,-0.0,0.0,,,,
1767723998.1193283,,,,,,,192,,,
1767723998.1353748,,,,,,,,0.0,-18.0,0.0
1767723998.1482043,315.9365,132.1765,207.694,,,,,,,
1767723998.1615565,,,,0.0,-0.0,0.0,,,,
1767723998.1696792,,,,,,,193,,,
1767723998.1854804,,,,,,,,0.0,-18.0,0.0
1767723998.1982553,315.9365,128.443,207.4505,,,,,,,
1767723998.211703,,,,0.0,-0.0,0.0,,,,
1767723998.2236302,,,,,,,194,,,
1767723998.2353604,,,,,,,,0.0,-15.0,0.0
1767723998.248873,315.9365,128.443,207.4155,,,,,,,
1767723998.2616022,,,,0.0,-0.0,0.0,,,,
1767723998.2679245,,,,,,,195,,,
1767723998.2855372,,,,,,,,0.0,-15.0,0.0
1767723998.297226,161.2325,128.443,207.4155,,,,,,,
1767723998.3115017,,,,0.0,-0.0,0.0,,,,
1767723998.3211393,,,,,,,196,,,
1767723998.3354015,,,,,,,,0.0,-12.0,0.0
1767723998.3499534,161.2325,128.443,207.4155,,,,,,,
1767723998.361921,,,,0.0,-0.0,0.0,,,,
1767723998.3679621,,,,,,,197,,,
1767723998.3859441,,,,,,,,0.0,-12.0,0.0
1767723998.398102,161.2325,128.443,207.4155,,,,,,,
1767723998.4113548,,,,0.0,-0.0,0.0,,,,
1767723998.4178388,,,,,,,198,,,
1767723998.4353726,,,,,,,,0.0,-9.0,0.0
1767723998.4478242,314.4505,128.443,207.4155,,,,,,,
1767723998.46154,,,,0.0,-0.0,0.0,,,,
1767723998.4695487,,,,,,,199,,,
1767723998.485481,,,,,,,,0.0,-9.0,0.0
1767723998.4976943,314.4505,128.443,206.6685,,,,,,,
1767723998.51155,,,,0.0,-0.0,0.0,,,,
1767723998.520667,,,,,,,200,,,
1767723998.5354052,,,,,,,,0.0,-6.0,0.0
1767723998.5490737,314.4505,128.443,205.782,,,,,,,
1767723998.561458,,,,0.0,-0.0,0.0,,,,
1767723998.5687973,,,,,,,201,,,
1767723998.5856204,,,,,,,,0.0,-6.0,0.0
1767723998.597172,314.4505,128.443,108.6775,,,,,,,
1767723998.6115425,,,,0.0,-0.0,0.0,,,,
1767723998.6227162,,,,,,,202,,,
1767723998.6353567,,,,,,,,0.0,-3.0,0.0
1767723998.6480103,314.0345,128.443,204.899,,,,,,,
1767723998.6615145,,,,0.0,-0.0,0.0,,,,
1767723998.667362,,,,,,,203,,,
1767723998.6857045,,,,,,,,0.0,-3.0,0.0
1767723998.6964853,314.0345,128.443,218.633,,,,,,,
1767723998.7116191,,,,0.0,-0.0,0.0,,,,
1767723998.7216785,,,,,,,204,,,
1767723998.7355387,,,,,,,,0.0,0.0,0.0
1767723998.748074,314.0345,269.2965,218.633,,,,,,,
1767723998.761621,,,,0.0,-0.0,0.0,,,,
1767723998.768692,,,,,,,205,,,
1767723998.7866704,,,,,,,,0.0,0.0,0.0
1767723998.7974937,313.5045,269.2965,107.903,,,,,,,
1767723998.8116682,,,,0.0,-0.0,0.0,,,,
1767723998.8210871,,,,,,,206,,,
1767723998.8353765,,,,,,,,0.0,3.0,0.0
1767723998.8467622,313.5045,269.2965,203.3165,,,,,,,
1767723998.861406,,,,0.0,-0.0,0.0,,,,
1767723998.868854,,,,,,,207,,,
1767723998.8855076,,,,,,,,0.0,3.0,0.0
1767723998.8979194,313.5045,269.2965,107.41,,,,,,,
1767723998.911642,,,,0.0,-0.0,0.0,,,,
1767723998.921682,,,,,,,208,,,
1767723998.9353487,,,,,,,,0.0,6.0,0.0
1767723998.9473927,313.5045,277.218,107.41,,,,,,,
1767723998.9613862,,,,0.0,-0.0,0.0,,,,
1767723998.9686055,,,,,,,209,,,
1767723998.9855242,,,,,,,,0.0,6.0,0.0
1767723998.9989974,312.885,277.218,202.4005,,,,,,,
1767723999.0116727,,,,0.0,-0.0,0.0,,,,
1767723999.021071,,,,,,,210,,,
1767723999.03534,,,,,,,,0.0,9.0,0.0
1767723999.0490444,312.885,277.218,202.4005,,,,,,,
1767723999.0618184,,,,0.0,-0.0,0.0,,,,
1767723999.0685694,,,,,,,211,,,
1767723999.0854154,,,,,,,,0.0,9.0,0.0
1767723999.096977,312.885,285.3145,107.5035,,,,,,,
1767723999.111727,,,,0.0,-0.0,0.0,,,,
1767723999.1212733,,,,,,,212,,,
1767723999.135386,,,,,,,,0.0,12.0,0.0
1767723999.1485584,312.2955,285.3145,1450.4635,,,,,,,
1767723999.1616168,,,,0.0,-0.0,0.0,,,,
1767723999.1693933,,,,,,,213,,,
1767723999.1855438,,,,,,,,0.0,12.0,0.0
1767723999.1970973,312.2955,285.3145,202.3755,,,,,,,
1767723999.211526,,,,0.0,-0.0,0.0,,,,
1767723999.2206829,,,,,,,214,,,
1767723999.2353497,,,,,,,,0.0,15.0,0.0
1767723999.2475145,312.2955,285.3145,12.5105,,,,,,,
1767723999.2614973,,,,0.0,-0.0,0.0,,,,
1767723999.2692933,,,,,,,215,,,
1767723999.2853959,,,,,,,,0.0,15.0,0.0
1767723999.297806,311.5795,293.2205,12.5105,,,,,,,
1767723999.3116126,,,,0.0,-0.0,0.0,,,,
1767723999.3207052,,,,,,,216,,,
1767723999.3353767,,,,,,,,0.0,18.0,0.0
1767723999.3472404,311.5795,293.2205,201.943,,,,,,,
1767723999.3617237,,,,0.0,-0.0,0.0,,,,
1767723999.3697171,,,,,,,217,,,
1767723999.3854263,,,,,,,,0.0,18.0,0.0
1767723999.3972433,311.5795,293.2205,201.611,,,,,,,
1767723999.411902,,,,0.0,-0.0,0.0,,,,
1767723999.4239216,,,,,,,218,,,
1767723999.4355917,,,,,,,,0.0,21.0,0.0
1767723999.4470215,311.5795,293.2205,106.718,,,,,,,
1767723999.4615657,,,,0.0,-0.0,0.0,,,,
1767723999.468788,,,,,,,219,,,
1767723999.4854896,,,,,,,,0.0,21.0,0.0
1767723999.4974263,310.8685,293.2205,106.718,,,,,,,
1767723999.5114143,,,,0.0,-0.0,0.0,,,,
1767723999.5226564,,,,,,,220,,,
1767723999.5354147,,,,,,,,0.0,24.0,0.0
1767723999.5488982,310.8685,293.2205,200.975,,,,,,,
1767723999.561392,,,,0.0,-0.0,0.0,,,,
1767723999.5675988,,,,,,,221,,,
1767723999.5863326,,,,,,,,0.0,24.0,0.0
1767723999.598361,310.8685,293.2205,201.483,,,,,,,
1767723999.6116292,,,,0.0,-0.0,0.0,,,,
1767723999.620865,,,,,,,222,,,
1767723999.6353712,,,,,,,,0.0,27.0,0.0
1767723999.6483676,310.18,293.2205,201.243,,,,,,,
1767723999.66202,,,,0.0,-0.0,0.0,,,,
1767723999.6695673,,,,,,,223,,,
1767723999.6855018,,,,,,,,0.0,27.0,0.0
1767723999.6989138,310.18,293.2205,201.533,,,,,,,
1767723999.711812,,,,0.0,-0.0,0.0,,,,
1767723999.721734,,,,,,,224,,,
1767723999.7353776,,,,,,,,0.0,30.0,0.0
1767723999.747191,310.18,293.2205,301.0255,,,,,,,
1767723999.7615824,,,,0.0,-0.0,0.0,,,,
1767723999.768625,,,,,,,225,,,
1767723999.78542,,,,,,,,0.0,30.0,0.0
1767723999.7986689,310.18,293.2205,202.005,,,,,,,
1767723999.8115802,,,,0.0,-0.0,0.0,,,,
1767723999.8232703,,,,,,,226,,,
1767723999.835334,,,,,,,,0.0,33.0,0.0
1767723999.8477118,309.971,211.103,200.7315,,,,,,,
1767723999.8617005,,,,0.0,-0.0,0.0,,,,
1767723999.8685021,,,,,,,227,,,
1767723999.8856227,,,,,,,,0.0,33.0,0.0
1767723999.897242,309.971,211.103,200.7315,,,,,,,
1767723999.9115348,,,,0.0,-0.0,0.0,,,,
1767723999.921815,,,,,,,228,,,
1767723999.9354856,,,,,,,,0.0,36.0,0.0
1767723999.9485552,309.971,211.103,200.7315,,,,,,,
1767723999.961887,,,,0.0,-0.0,0.0,,,,
1767723999.970574,,,,,,,229,,,
1767723999.9854863,,,,,,,,0.0,36.0,0.0
1767723999.996753,310.0475,211.103,202.5835,,,,,,,
1767724000.0113897,,,,0.0,-0.0,0.0,,,,
1767724000.0205104,,,,,,,230,,,
1767724000.0353923,,,,,,,,0.0,39.0,0.0
1767724000.047379,310.0475,211.103,202.7015,,,,,,,
1767724000.0618553,,,,0.0,-0.0,0.0,,,,
1767724000.070493,,,,,,,231,,,
1767724000.0853672,,,,,,,,0.0,39.0,0.0
1767724000.0981278,310.0475,211.103,202.974,,,,,,,
1767724000.1118975,,,,0.0,-0.0,0.0,,,,
1767724000.122375,,,,,,,232,,,
1767724000.135347,,,,,,,,0.0,42.0,0.0
1767724000.147675,310.0475,211.103,203.283,,,,,,,
1767724000.1618047,,,,0.0,-0.0,0.0,,,,
1767724000.1698008,,,,,,,233,,,
1767724000.1855218,,,,,,,,0.0,42.0,0.0
1767724000.1978214,310.0475,211.103,203.283,,,,,,,
1767724000.2115479,,,,0.0,-0.0,0.0,,,,
1767724000.2208557,,,,,,,234,,,
1767724000.2354753,,,,,,,,0.0,45.0,0.0
1767724000.248689,310.0475,211.103,107.6915,,,,,,,
1767724000.261619,,,,0.0,-0.0,0.0,,,,
1767724000.2695997,,,,,,,235,,,
1767724000.2853804,,,,,,,,0.0,45.0,0.0
1767724000.298247,310.0475,211.103,203.842,,,,,,,
1767724000.3115156,,,,0.0,-0.0,0.0,,,,
1767724000.3204775,,,,,,,236,,,
1767724000.3353608,,,,,,,,0.0,48.0,0.0
1767724000.3473074,310.0475,211.103,204.0945,,,,,,,
1767724000.3619056,,,,0.0,-0.0,0.0,,,,
1767724000.3704998,,,,,,,237,,,
1767724000.3857841,,,,,,,,0.0,48.0,0.0
1767724000.3977323,310.0475,341.39,204.23,,,,,,,
1767724000.4118037,,,,0.0,-0.0,0.0,,,,
1767724000.42141,,,,,,,238,,,
1767724000.4353607,,,,,,,,0.0,51.0,0.0
1767724000.4480195,310.0475,341.39,204.4925,,,,,,,
1767724000.4631383,,,,0.0,-0.0,0.0,,,,
1767724000.4705143,,,,,,,239,,,
1767724000.4854033,,,,,,,,0.0,51.0,0.0
1767724000.4989338,310.0475,341.39,153.4495,,,,,,,
1767724000.5114908,,,,0.0,-0.0,0.0,,,,
1767724000.5203047,,,,,,,240,,,
1767724000.53538,,,,,,,,0.0,54.0,0.0
1767724000.5495422,159.0395,341.39,153.4495,,,,,,,
1767724000.5619698,,,,0.0,-0.0,0.0,,,,
1767724000.5690057,,,,,,,241,,,
1767724000.5855534,,,,,,,,0.0,54.0,0.0
1767724000.597803,159.0395,347.6465,153.4495,,,,,,,
1767724000.6114924,,,,0.0,-0.0,0.0,,,,
1767724000.6246746,,,,,,,242,,,
1767724000.635338,,,,,,,,0.0,57.0,0.0
1767724000.6489415,159.0395,347.6465,205.337,,,,,,,
1767724000.6625772,,,,0.0,-0.0,0.0,,,,
1767724000.667982,,,,,,,243,,,
1767724000.6856387,,,,,,,,0.0,57.0,0.0
1767724000.6974552,159.0395,347.6465,154.306,,,,,,,
1767724000.7116485,,,,0.0,-0.0,0.0,,,,
1767724000.7191541,,,,,,,244,,,
1767724000.7353384,,,,,,,,0.0,60.0,0.0
1767724000.7480392,159.0395,347.6465,154.306,,,,,,,
1767724000.7618186,,,,0.0,-0.0,0.0,,,,
1767724000.7688875,,,,,,,245,,,
1767724000.7854176,,,,,,,,0.0,60.0,0.0
1767724000.7977438,159.0395,347.6465,12.3155,,,,,,,
1767724000.8116317,,,,0.0,-0.0,0.0,,,,
1767724000.8212714,,,,,,,246,,,
1767724000.8353183,,,,,,,,0.0,63.0,0.0
1767724000.8470125,159.0395,347.6465,206.405,,,,,,,
1767724000.861984,,,,0.0,-0.0,0.0,,,,
1767724000.8723326,,,,,,,247,,,
1767724000.8853164,,,,,,,,0.0,63.0,0.0
1767724000.8972745,159.0395,347.6465,206.671,,,,,,,
1767724000.911511,,,,0.0,-0.0,0.0,,,,
1767724000.9220011,,,,,,,248,,,
1767724000.935328,,,,,,,,0.0,66.0,0.0
1767724000.9485602,159.0395,347.6465,206.671,,,,,,,
1767724000.9618778,,,,0.0,-0.0,0.0,,,,
1767724000.9693244,,,,,,,249,,,
1767724000.985504,,,,,,,,0.0,66.0,0.0
1767724000.9985504,159.0395,347.6465,206.671,,,,,,,
1767724001.0115125,,,,0.0,-0.0,0.0,,,,
1767724001.0185008,,,,,,,250,,,
1767724001.0354714,,,,,,,,0.0,69.0,0.0
1767724001.0491061,159.0395,347.6465,207.433,,,,,,,
1767724001.0618114,,,,0.0,-0.0,0.0,,,,
1767724001.0683913,,,,,,,251,,,
1767724001.0856426,,,,,,,,0.0,69.0,0.0
1767724001.097631,312.335,347.6465,206.5405,,,,,,,
1767724001.1115994,,,,0.0,-0.0,0.0,,,,
1767724001.1195896,,,,,,,252,,,
1767724001.1353505,,,,,,,,0.0,72.0,0.0
1767724001.146547,312.335,93.185,206.584,,,,,,,
1767724001.161915,,,,0.0,-0.0,0.0,,,,
1767724001.17084,,,,,,,253,,,
1767724001.1862519,,,,,,,,0.0,72.0,0.0
1767724001.1970747,312.335,93.185,206.684,,,,,,,
1767724001.2119288,,,,0.0,-0.0,0.0,,,,
1767724001.2209287,,,,,,,254,,,
1767724001.235354,,,,,,,,0.0,75.0,0.0
1767724001.247305,312.335,93.185,206.8195,,,,,,,
1767724001.2619112,,,,0.0,-0.0,0.0,,,,
1767724001.2712922,,,,,,,255,,,
1767724001.285357,,,,,,,,0.0,75.0,0.0
1767724001.298554,312.7615,93.185,207.008,,,,,,,
1767724001.311776,,,,0.0,-0.0,0.0,,,,
1767724001.3203804,,,,,,,256,,,
1767724001.3353384,,,,,,,,0.0,72.0,0.0
1767724001.3476436,312.7615,93.185,207.446,,,,,,,
1767724001.361739,,,,0.0,-0.0,0.0,,,,
1767724001.3705707,,,,,,,257,,,
