timestamp,/load_data_x,/load_data_y,/load_data_z,/joystick_inputs_x,/joystick_inputs_y,/joystick_inputs_z,/motor_status_x,/motor_status_y,/motor_status_z,/video_frames_z
1767723873.3666477,,,,,,,,,,108
1767723873.387703,,,,,,,0.0,51.0,0.0,
1767723873.3968155,160.46,194.0275,206.856,,,,,,,
1767723873.4119976,,,,0.0,-0.0,0.0,,,,
1767723873.417167,,,,,,,,,,109
1767723873.4373188,,,,,,,0.0,51.0,0.0,
1767723873.44794,313.699,194.0275,208.24,,,,,,,
1767723873.4617653,,,,0.0,-0.0,0.0,,,,
1767723873.4671724,,,,,,,,,,110
1767723873.4881396,,,,,,,0.0,48.0,0.0,
1767723873.497996,313.699,194.0275,110.71,,,,,,,
1767723873.511974,,,,0.0,-0.0,0.0,,,,
1767723873.5173838,,,,,,,,,,111
1767723873.5356972,,,,,,,0.0,48.0,0.0,
1767723873.5476937,313.699,194.0275,110.71,,,,,,,
1767723873.561458,,,,0.0,-0.0,0.0,,,,
1767723873.5672257,,,,,,,,,,112
1767723873.5858622,,,,,,,0.0,45.0,0.0,
1767723873.5963995,313.699,194.0275,111.532,,,,,,,
1767723873.6117628,,,,0.0,-0.0,0.0,,,,
1767723873.6213303,,,,,,,,,,113
1767723873.6353502,,,,,,,0.0,45.0,0.0,
1767723873.6481714,313.699,194.0275,319.078,,,,,,,
1767723873.661736,,,,0.0,-0.0,0.0,,,,
1767723873.668367,,,,,,,,,,114
1767723873.6856215,,,,,,,0.0,45.0,0.0,
1767723873.697381,313.699,194.0275,319.078,,,,,,,
1767723873.7116275,,,,0.0,-0.0,0.0,,,,
1767723873.7188535,,,,,,,,,,115
1767723873.735495,,,,,,,0.0,42.0,0.0,
1767723873.7481806,313.699,194.0275,424.9335,,,,,,,
1767723873.761747,,,,0.0,-0.0,0.0,,,,
1767723873.7665763,,,,,,,,,,116
1767723873.7855425,,,,,,,0.0,42.0,0.0,
1767723873.7963042,313.699,194.0275,215.5695,,,,,,,
1767723873.8118684,,,,0.0,-0.0,0.0,,,,
1767723873.8192995,,,,,,,,,,117
1767723873.8353512,,,,,,,0.0,39.0,0.0,
1767723873.8474092,313.699,194.0275,215.5695,,,,,,,
1767723873.8615248,,,,0.0,-0.0,0.0,,,,
1767723873.8686202,,,,,,,,,,118
1767723873.8856757,,,,,,,0.0,39.0,0.0,
1767723873.8965168,313.699,194.0275,114.279,,,,,,,
1767723873.9120953,,,,0.0,-0.0,0.0,,,,
1767723873.9217734,,,,,,,,,,119
1767723873.9353662,,,,,,,0.0,36.0,0.0,
1767723873.9472516,313.699,194.0275,114.279,,,,,,,
1767723873.9616902,,,,0.0,-0.0,0.0,,,,
1767723873.967089,,,,,,,,,,120
1767723873.9858358,,,,,,,0.0,36.0,0.0,
1767723873.995843,82.397,194.0275,114.9655,,,,,,,
1767723874.0117614,,,,0.0,-0.0,0.0,,,,
1767723874.0219307,,,,,,,,,,121
1767723874.0353327,,,,,,,0.0,33.0,0.0,
1767723874.0478656,82.397,194.0275,218.049,,,,,,,
1767723874.0615816,,,,0.0,-0.0,0.0,,,,
1767723874.067968,,,,,,,,,,122
1767723874.0857322,,,,,,,0.0,33.0,0.0,
1767723874.097266,82.397,194.0275,218.4345,,,,,,,
1767723874.1118217,,,,0.0,-0.0,0.0,,,,
1767723874.1196706,,,,,,,,,,123
1767723874.1355004,,,,,,,0.0,30.0,0.0,
1767723874.148585,82.397,194.0275,218.6345,,,,,,,
1767723874.1615343,,,,0.0,-0.0,0.0,,,,
1767723874.1673703,,,,,,,,,,124
1767723874.1859012,,,,,,,0.0,30.0,0.0,
1767723874.1973479,82.397,194.0275,218.8035,,,,,,,
1767723874.2115047,,,,0.0,-0.0,0.0,,,,
1767723874.2190068,,,,,,,,,,125
1767723874.23533,,,,,,,0.0,27.0,0.0,
1767723874.247043,82.397,194.0275,218.786,,,,,,,
1767723874.261887,,,,0.0,-0.0,0.0,,,,
1767723874.267989,,,,,,,,,,126
1767723874.285799,,,,,,,0.0,27.0,0.0,
