timestamp,/motor_status_x,/motor_status_y,/motor_status_z,/joystick_inputs_x,/joystick_inputs_y,/joystick_inputs_z,/video_frames_z,/load_data_x,/load_data_y,/load_data_z
1767723326.5584126,,,,0.0,-0.0,0.0,,,,
1767723326.560156,,,,,,,,275.9775,244.629,109.2505
1767723326.598713,-36.0,-36.0,-36.0,,,,,,,
1767723326.6080446,,,,,,,127,,,
1767723326.6086974,,,,0.0,-0.0,0.0,,,,
1767723326.6107035,,,,,,,,275.9775,244.629,174.664
1767723326.6486418,-36.0,-36.0,-36.0,,,,,,,
1767723326.6541665,,,,,,,128,,,
1767723326.6594944,,,,0.0,-0.0,0.0,,,,
1767723326.660601,,,,,,,,275.9775,244.629,174.708
1767723326.6988952,-37.0,-37.0,-37.0,,,,,,,
1767723326.705781,,,,,,,129,,,
1767723326.708808,,,,0.0,-0.0,0.0,,,,
1767723326.711692,,,,,,,,275.9775,244.629,163.778
1767723326.749603,-37.0,-37.0,-37.0,,,,,,,
1767723326.7578943,,,,,,,130,,,
1767723326.759,,,,0.0,-0.0,0.0,,,,
1767723326.7611673,,,,,,,,275.9775,244.629,163.778
1767723326.7985826,-38.0,-38.0,-38.0,,,,,,,
1767723326.805035,,,,,,,131,,,
1767723326.8112745,,,,0.0,-0.0,0.0,,,,
1767723326.8113756,,,,,,,,275.9775,126.2895,92.0605
1767723326.8497796,-38.0,-38.0,-38.0,,,,,,,
1767723326.857668,,,,,,,132,,,
1767723326.8587742,,,,0.0,-0.0,0.0,,,,
1767723326.861084,,,,,,,,275.9775,126.2895,174.4645
1767723326.8982365,-39.0,-39.0,-39.0,,,,,,,
1767723326.9031765,,,,,,,133,,,
1767723326.9085681,,,,0.0,-0.0,0.0,,,,
1767723326.9102209,,,,,,,,275.9775,126.2895,130.868
1767723326.9483776,-39.0,-39.0,-39.0,,,,,,,
1767723326.9552543,,,,,,,134,,,
1767723326.9586213,,,,0.0,-0.0,0.0,,,,
1767723326.9612691,,,,,,,,275.9775,242.274,130.868
1767723326.9983008,-40.0,-40.0,-40.0,,,,,,,
1767723327.0045695,,,,,,,135,,,
1767723327.0104578,,,,0.0,-0.0,0.0,,,,
1767723327.0105329,,,,,,,,275.9775,242.274,93.0705
1767723327.0492609,-40.0,-40.0,-40.0,,,,,,,
1767723327.0565593,,,,,,,136,,,
1767723327.0583768,,,,0.0,-0.0,0.0,,,,
1767723327.06131,,,,,,,,275.9775,242.274,174.4195
1767723327.0987105,-41.0,-41.0,-41.0,,,,,,,
1767723327.1069777,,,,,,,137,,,
1767723327.1089373,,,,0.0,-0.0,0.0,,,,
1767723327.1110797,,,,,,,,142.438,242.274,174.4195
1767723327.1497288,-41.0,-41.0,-41.0,,,,,,,
1767723327.1579854,,,,,,,138,,,
1767723327.1590686,,,,0.0,-0.0,0.0,,,,
1767723327.1608338,,,,,,,,142.438,242.0335,49.6965
1767723327.1983757,-42.0,-42.0,-42.0,,,,,,,
1767723327.2042348,,,,,,,139,,,
1767723327.2091966,,,,0.0,-0.0,0.0,,,,
1767723327.2107947,,,,,,,,142.438,242.0335,130.7905
1767723327.2498,-42.0,-42.0,-42.0,,,,,,,
1767723327.2571387,,,,,,,140,,,
1767723327.258776,,,,0.0,-0.0,0.0,,,,
1767723327.2608628,,,,,,,,142.438,242.0335,130.7905
1767723327.299144,-43.0,-43.0,-43.0,,,,,,,
1767723327.3057907,,,,,,,141,,,
1767723327.3083549,,,,0.0,-0.0,0.0,,,,
1767723327.3111084,,,,,,,,142.438,242.0335,130.7905
1767723327.3484685,-43.0,-43.0,-43.0,,,,,,,
1767723327.3549929,,,,,,,142,,,
1767723327.3596416,,,,0.0,-0.0,0.0,,,,
1767723327.3610523,,,,,,,,142.438,242.0335,92.9785
1767723327.3982673,-44.0,-44.0,-44.0,,,,,,,
1767723327.404421,,,,,,,143,,,
1767723327.4100983,,,,0.0,-0.0,0.0,,,,
1767723327.4101834,,,,,,,,142.438,242.0335,92.9785
1767723327.4489303,-44.0,-44.0,-44.0,,,,,,,
1767723327.4556537,,,,,,,144,,,
1767723327.4582498,,,,0.0,-0.0,0.0,,,,
1767723327.460807,,,,,,,,142.438,242.0335,174.4265
1767723327.5002172,-45.0,-45.0,-45.0,,,,,,,
1767723327.5079916,,,,,,,145,,,
1767723327.5105753,,,,0.0,-0.0,0.0,,,,
1767723327.5177398,,,,,,,,142.438,242.0335,174.1935
1767723327.5496204,-45.0,-45.0,-45.0,,,,,,,
1767723327.5546925,,,,,,,146,,,
1767723327.5629978,,,,0.0,-0.0,0.0,,,,
1767723327.5670393,,,,,,,,142.438,242.0335,174.2015
1767723327.5985975,-45.0,-45.0,-45.0,,,,,,,
1767723327.6044035,,,,,,,147,,,
1767723327.620581,,,,0.0,-0.0,0.0,,,,
1767723327.6206913,,,,,,,,142.438,242.0335,174.3035
1767723327.6504724,-46.0,-46.0,-46.0,,,,,,,
1767723327.6568842,,,,,,,148,,,
1767723327.6591854,,,,0.0,-0.0,0.0,,,,
1767723327.6607034,,,,,,,,275.2675,242.0335,93.1615
1767723327.6994998,-46.0,-46.0,-46.0,,,,,,,
1767723327.7066092,,,,,,,149,,,
1767723327.7111175,,,,0.0,-0.0,0.0,,,,
1767723327.713323,,,,,,,,275.2675,242.0335,92.899
1767723327.7504215,-47.0,-47.0,-47.0,,,,,,,
1767723327.75895,,,,,,,150,,,
1767723327.763481,,,,0.0,-0.0,0.0,,,,
1767723327.76712,,,,,,,,275.2675,242.0335,173.947
1767723327.799582,-47.0,-47.0,-47.0,,,,,,,
1767723327.8050885,,,,,,,151,,,
1767723327.8120856,,,,0.0,-0.0,0.0,,,,
1767723327.812742,,,,,,,,275.095,241.315,108.744
1767723327.8490717,-48.0,-48.0,-48.0,,,,,,,
1767723327.8561914,,,,,,,152,,,
1767723327.8597417,,,,0.0,-0.0,0.0,,,,
1767723327.8688488,,,,,,,,275.095,241.315,108.744
1767723327.8992033,-48.0,-48.0,-48.0,,,,,,,
1767723327.9053855,,,,,,,153,,,
1767723327.9110124,,,,0.0,-0.0,0.0,,,,
1767723327.9128833,,,,,,,,275.095,241.315,259.2275
1767723327.9507015,-49.0,-49.0,-49.0,,,,,,,
1767723327.9552286,,,,,,,154,,,
1767723327.958422,,,,0.0,-0.0,0.0,,,,
1767723327.967943,,,,,,,,274.999,246.5075,259.2275
1767723327.999674,-49.0,-49.0,-49.0,,,,,,,
1767723328.004271,,,,,,,155,,,
1767723328.0105963,,,,0.0,-0.0,0.0,,,,
1767723328.0126996,,,,,,,,274.999,246.5075,93.4505
1767723328.050833,-50.0,-50.0,-50.0,,,,,,,
1767723328.0585659,,,,0.0,-0.0,0.0,,,,
1767723328.0620863,,,,,,,156,,,
1767723328.0637476,,,,,,,,274.999,246.5075,93.4505
1767723328.0994961,-50.0,-50.0,-50.0,,,,,,,
1767723328.105738,,,,,,,157,,,
1767723328.1085408,,,,0.0,-0.0,0.0,,,,
1767723328.1130934,,,,,,,,274.999,246.5075,93.0395
1767723328.1523657,-51.0,-51.0,-51.0,,,,,,,
1767723328.1575654,,,,,,,158,,,
1767723328.1590686,,,,0.0,-0.0,0.0,,,,
1767723328.1678886,,,,,,,,275.738,246.5075,130.786
1767723328.2003636,-51.0,-51.0,-51.0,,,,,,,
1767723328.2069275,,,,,,,159,,,
1767723328.2112942,,,,0.0,-0.0,0.0,,,,
1767723328.2113895,,,,,,,,275.738,246.5075,130.786
1767723328.2506611,-52.0,-52.0,-52.0,,,,,,,
1767723328.2596142,,,,0.0,-0.0,0.0,,,,
1767723328.2607067,,,,,,,160,,,
1767723328.2608259,,,,,,,,275.738,246.5075,12.8965
1767723328.2997296,-52.0,-52.0,-52.0,,,,,,,
1767723328.305315,,,,,,,161,,,
1767723328.3135488,,,,0.0,-0.0,0.0,,,,
1767723328.3191597,,,,,,,,206.138,246.5075,49.42
1767723328.350377,-53.0,-53.0,-53.0,,,,,,,
1767723328.3557115,,,,,,,162,,,
1767723328.3587,,,,0.0,-0.0,0.0,,,,
1767723328.36458,,,,,,,,206.138,246.5075,49.42
1767723328.3989704,-53.0,-53.0,-53.0,,,,,,,
1767723328.4051883,,,,,,,163,,,
1767723328.4129965,,,,0.0,-0.0,0.0,,,,
1767723328.4154022,,,,,,,,206.138,246.5075,174.3385
1767723328.4497812,-54.0,-54.0,-54.0,,,,,,,
1767723328.4558148,,,,,,,164,,,
1767723328.462659,,,,,,,,206.138,246.5075,174.32
1767723328.4646115,,,,0.0,-0.0,0.0,,,,
1767723328.4997323,-54.0,-54.0,-54.0,,,,,,,
1767723328.5068681,,,,,,,165,,,
1767723328.5092316,,,,0.0,-0.0,0.0,,,,
1767723328.5151908,,,,,,,,206.138,246.5075,49.4605
1767723328.5506995,-55.0,-55.0,-55.0,,,,,,,
1767723328.556983,,,,,,,166,,,
1767723328.5588639,,,,0.0,-0.0,0.0,,,,
1767723328.5631435,,,,,,,,206.138,246.5075,176.139
1767723328.6001496,-55.0,-55.0,-55.0,,,,,,,
1767723328.6082983,,,,,,,167,,,
1767723328.609666,,,,0.0,-0.0,0.0,,,,
1767723328.6132944,,,,,,,,206.138,246.5075,176.139
1767723328.6496084,-56.0,-56.0,-56.0,,,,,,,
1767723328.6601233,,,,,,,168,,,
1767723328.6602383,,,,0.0,-0.0,0.0,,,,
1767723328.6658347,,,,,,,,206.138,246.5075,259.235
1767723328.6995435,-56.0,-56.0,-56.0,,,,,,,
1767723328.7075608,,,,,,,169,,,
1767723328.709856,,,,0.0,-0.0,0.0,,,,
1767723328.723015,,,,,,,,206.138,246.5075,174.272
1767723328.7500587,-57.0,-57.0,-57.0,,,,,,,
1767723328.759176,,,,0.0,-0.0,0.0,,,,
1767723328.7630558,,,,,,,170,,,
1767723328.7677405,,,,,,,,206.138,246.5075,174.272
1767723328.7988334,-57.0,-57.0,-57.0,,,,,,,
1767723328.80626,,,,,,,171,,,
1767723328.8099952,,,,0.0,-0.0,0.0,,,,
1767723328.8103898,,,,,,,,206.138,246.5075,174.2455
1767723328.8496234,-58.0,-58.0,-58.0,,,,,,,
1767723328.8600676,,,,0.0,-0.0,0.0,,,,
1767723328.860194,,,,,,,172,,,
1767723328.8602464,,,,,,,,5.573,246.5075,174.133
1767723328.898992,-58.0,-58.0,-58.0,,,,,,,
1767723328.90841,,,,,,,173,,,
1767723328.9135919,,,,0.0,-0.0,0.0,,,,
1767723328.9137201,,,,,,,,5.573,358.9175,142.057
1767723328.9526334,-59.0,-59.0,-59.0,,,,,,,
1767723328.9637473,,,,0.0,-0.0,0.0,,,,
1767723328.9640038,,,,,,,174,,,
1767723328.967964,,,,,,,,5.573,358.9175,174.279
1767723328.9995797,-59.0,-59.0,-59.0,,,,,,,
1767723329.0055292,,,,,,,175,,,
1767723329.0086217,,,,0.0,-0.0,0.0,,,,
1767723329.011627,,,,,,,,5.573,358.9175,130.7135
1767723329.04838,-60.0,-60.0,-60.0,,,,,,,
1767723329.0556486,,,,,,,176,,,
1767723329.0596693,,,,0.0,-0.0,0.0,,,,
1767723329.0645475,,,,,,,,5.573,358.9175,130.7135
1767723329.0987227,-60.0,-60.0,-60.0,,,,,,,
1767723329.1087058,,,,,,,177,,,
1767723329.108773,,,,0.0,-0.0,0.0,,,,
1767723329.1132002,,,,,,,,5.573,240.9825,130.7135
1767723329.150496,-61.0,-61.0,-61.0,,,,,,,
1767723329.1546247,,,,,,,178,,,
1767723329.1587672,,,,0.0,-0.0,0.0,,,,
1767723329.1628675,,,,,,,,5.573,240.9825,174.214
1767723329.2008266,-61.0,-61.0,-61.0,,,,,,,
1767723329.2063725,,,,,,,179,,,
1767723329.2118993,,,,,,,,5.573,240.9825,174.2215
1767723329.215489,,,,0.0,-0.0,0.0,,,,
1767723329.2490282,-62.0,-62.0,-62.0,,,,,,,
1767723329.2586436,,,,,,,180,,,
1767723329.2605572,,,,0.0,-0.0,0.0,,,,
1767723329.2661374,,,,,,,,5.573,240.9475,174.2215
1767723329.3010268,-62.0,-62.0,-62.0,,,,,,,
1767723329.3058176,,,,,,,181,,,
1767723329.313778,,,,0.0,-0.0,0.0,,,,
1767723329.3166246,,,,,,,,5.573,240.9475,94.365
1767723329.3488333,-63.0,-63.0,-63.0,,,,,,,
1767723329.3552458,,,,,,,182,,,
1767723329.3613138,,,,,,,,5.573,240.9475,94.365
1767723329.3666382,,,,0.0,-0.0,0.0,,,,
1767723329.3992834,-63.0,-63.0,-63.0,,,,,,,
1767723329.4053667,,,,,,,183,,,
1767723329.4098406,,,,0.0,-0.0,0.0,,,,
1767723329.410313,,,,,,,,275.888,240.9475,49.7415
1767723329.4488094,-64.0,-64.0,-64.0,,,,,,,
1767723329.45582,,,,,,,184,,,
1767723329.461183,,,,,,,,275.888,240.8985,174.3075
1767723329.4656067,,,,0.0,-0.0,0.0,,,,
1767723329.500373,-64.0,-64.0,-64.0,,,,,,,
1767723329.5063896,,,,,,,185,,,
1767723329.5091667,,,,0.0,-0.0,0.0,,,,
1767723329.5152843,,,,,,,,275.888,240.8985,174.2595
1767723329.5487914,-65.0,-65.0,-65.0,,,,,,,
1767723329.555753,,,,,,,186,,,
1767723329.5586338,,,,0.0,-0.0,0.0,,,,
1767723329.5635238,,,,,,,,275.888,240.8985,174.2285
1767723329.5989,-65.0,-65.0,-65.0,,,,,,,
1767723329.6054833,,,,,,,187,,,
1767723329.6098418,,,,0.0,-0.0,0.0,,,,
1767723329.6138825,,,,,,,,275.7945,240.871,49.485
1767723329.649584,-66.0,-66.0,-66.0,,,,,,,
1767723329.6585033,,,,0.0,-0.0,0.0,,,,
1767723329.664789,,,,,,,,275.7945,240.871,174.168
1767723329.6668432,,,,,,,188,,,
1767723329.699651,-66.0,-66.0,-66.0,,,,,,,
1767723329.7085876,,,,0.0,-0.0,0.0,,,,
1767723329.7087264,,,,,,,189,,,
1767723329.7133589,,,,,,,,275.7945,240.871,174.1405
1767723329.7510269,-66.0,-66.0,-66.0,,,,,,,
1767723329.7554066,,,,,,,190,,,
1767723329.7631552,,,,0.0,-0.0,0.0,,,,
1767723329.7686174,,,,,,,,275.6635,240.871,174.1405
1767723329.8006082,-67.0,-67.0,-67.0,,,,,,,
1767723329.8075602,,,,,,,191,,,
1767723329.8096807,,,,0.0,-0.0,0.0,,,,
1767723329.8170233,,,,,,,,275.6635,240.804,93.12
1767723329.8494797,-67.0,-67.0,-67.0,,,,,,,
1767723329.8571596,,,,,,,192,,,
1767723329.8607628,,,,0.0,-0.0,0.0,,,,
1767723329.866583,,,,,,,,275.6635,240.804,174.108
1767723329.8995986,-68.0,-68.0,-68.0,,,,,,,
1767723329.9088843,,,,0.0,-0.0,0.0,,,,
1767723329.9119966,,,,,,,193,,,
1767723329.9144945,,,,,,,,275.6635,240.804,174.108
1767723329.9517283,-68.0,-68.0,-68.0,,,,,,,
1767723329.95716,,,,,,,194,,,
1767723329.9586415,,,,0.0,-0.0,0.0,,,,
1767723329.9678447,,,,,,,,275.5125,240.772,283.793
1767723330.0056329,-69.0,-69.0,-69.0,,,,,,,
1767723330.0140197,,,,0.0,-0.0,0.0,,,,
1767723330.0146465,,,,,,,,275.5125,240.772,1479.7195
1767723330.018615,,,,,,,195,,,
1767723330.050517,-69.0,-69.0,-69.0,,,,,,,
1767723330.0560226,,,,,,,196,,,
1767723330.0619328,,,,,,,,275.5125,240.772,1479.7195
1767723330.0619981,,,,0.0,-0.0,0.0,,,,
1767723330.103024,-70.0,-70.0,-70.0,,,,,,,
1767723330.1111827,,,,,,,,275.5125,240.772,82.1635
1767723330.1113696,,,,0.0,-0.0,0.0,,,,
1767723330.1133547,,,,,,,197,,,
1767723330.1498241,-70.0,-70.0,-70.0,,,,,,,
1767723330.1556072,,,,,,,198,,,
1767723330.1603963,,,,0.0,-0.0,0.0,,,,
1767723330.1667447,,,,,,,,275.5125,240.7665,82.1635
1767723330.201901,-71.0,-71.0,-71.0,,,,,,,
1767723330.210048,,,,0.0,-0.0,0.0,,,,
1767723330.2147713,,,,,,,,275.5125,240.7665,49.474
1767723330.2232943,,,,,,,199,,,
1767723330.251665,-71.0,-71.0,-71.0,,,,,,,
1767723330.2610135,,,,0.0,-0.0,0.0,,,,
1767723330.2630277,,,,,,,200,,,
1767723330.2703876,,,,,,,,275.5125,240.7665,49.474
1767723330.299033,-72.0,-72.0,-72.0,,,,,,,
1767723330.306115,,,,,,,201,,,
1767723330.3089402,,,,0.0,-0.0,0.0,,,,
1767723330.310701,,,,,,,,275.5125,240.7665,130.4655
1767723330.3484945,-72.0,-72.0,-72.0,,,,,,,
1767723330.3553555,,,,,,,202,,,
1767723330.3618689,,,,0.0,-0.0,0.0,,,,
1767723330.3892658,,,,,,,,275.5125,240.7255,12.3465
1767723330.4070773,-73.0,-73.0,-73.0,,,,,,,
1767723330.4157474,,,,0.0,-0.0,0.0,,,,
1767723330.4481852,,,,,,,,275.5125,240.7255,174.0665
1767723330.459499,,,,,,,203,,,
1767723330.5012844,-73.0,-73.0,-73.0,,,,,,,
1767723330.5161223,-74.0,-74.0,-74.0,,,,,,,
1767723330.5255592,,,,0.0,-0.0,0.0,,,,
1767723330.5257397,,,,0.0,-0.0,0.0,,,,
1767723330.5656023,,,,,,,,275.5125,240.7255,174.091
1767723330.5830088,,,,0.0,-0.0,0.0,,,,
1767723330.584921,-74.0,-74.0,-74.0,,,,,,,
1767723330.6048708,,,,,,,,275.5125,240.7105,215.335
1767723330.6255324,-74.0,-74.0,-74.0,,,,,,,
1767723330.629386,,,,0.0,-0.0,0.0,,,,
1767723330.6398242,,,,,,,,275.5125,240.7105,215.335
1767723330.655047,-74.0,-74.0,-74.0,,,,,,,
1767723330.658069,,,,,,,204,,,
1767723330.6662948,,,,0.0,-0.0,0.0,,,,
1767723330.6757271,,,,,,,,275.5125,240.7105,93.112
1767723330.6987178,,,,,,,205,,,
1767723330.717687,,,,0.0,-0.0,0.0,,,,
1767723330.7215319,,,,,,,206,,,
1767723330.7245753,-75.0,-75.0,-75.0,,,,,,,
1767723330.7342472,,,,,,,,275.5125,240.664,195.9295
1767723330.7550433,-75.0,-75.0,-75.0,,,,,,,
1767723330.75954,,,,,,,207,,,
1767723330.7660341,,,,0.0,-0.0,0.0,,,,
1767723330.771537,,,,,,,,275.5125,240.664,195.9295
1767723330.8008125,-75.0,-75.0,-75.0,,,,,,,
1767723330.8088663,,,,0.0,-0.0,0.0,,,,
1767723330.8125095,,,,,,,,275.5125,240.664,13.455
1767723330.8135943,,,,,,,208,,,
1767723330.8486166,-76.0,-76.0,-76.0,,,,,,,
1767723330.855637,,,,,,,209,,,
1767723330.8584523,,,,0.0,-0.0,0.0,,,,
1767723330.8659232,,,,,,,,141.2545,240.664,130.5665
1767723330.899296,-76.0,-76.0,-76.0,,,,,,,
1767723330.9049294,,,,,,,210,,,
1767723330.9086778,,,,0.0,-0.0,0.0,,,,
1767723330.9122558,,,,,,,,141.2545,240.664,130.5665
1767723330.9501126,-77.0,-77.0,-77.0,,,,,,,
1767723330.958628,,,,,,,211,,,
1767723330.963522,,,,0.0,-0.0,0.0,,,,
1767723330.96806,,,,,,,,141.2545,240.664,8.9735
1767723330.9987032,-77.0,-77.0,-77.0,,,,,,,
1767723331.006084,,,,,,,212,,,
1767723331.0089333,,,,0.0,-0.0,0.0,,,,
1767723331.0160706,,,,,,,,274.776,240.664,174.0565
1767723331.0511346,-78.0,-78.0,-78.0,,,,,,,
1767723331.055651,,,,,,,213,,,
1767723331.0643506,,,,0.0,-0.0,0.0,,,,
1767723331.066145,,,,,,,,274.776,240.664,174.0565
1767723331.099118,-78.0,-78.0,-78.0,,,,,,,
1767723331.1049519,,,,,,,214,,,
1767723331.1091342,,,,0.0,-0.0,0.0,,,,
1767723331.1127858,,,,,,,,274.776,240.664,94.5435
1767723331.1532555,-79.0,-79.0,-79.0,,,,,,,
1767723331.171583,,,,0.0,-0.0,0.0,,,,
1767723331.1859007,,,,,,,215,,,
1767723331.2058058,-79.0,-79.0,-79.0,,,,,,,
1767723331.2101958,,,,0.0,-0.0,0.0,,,,
1767723331.2204235,,,,,,,,274.776,240.664,174.103
1767723331.2256236,,,,,,,,274.66,240.664,173.9985
1767723331.2397625,,,,,,,216,,,
1767723331.2506995,-79.0,-79.0,-79.0,,,,,,,
1767723331.261554,,,,0.0,-0.0,0.0,,,,
1767723331.2645602,,,,,,,,274.66,240.664,174.027
1767723331.2831628,,,,,,,217,,,
1767723331.298627,-80.0,-80.0,-80.0,,,,,,,
1767723331.3226702,,,,0.0,-0.0,0.0,,,,
1767723331.3362842,,,,,,,218,,,
1767723331.3386776,,,,,,,,274.66,240.664,174.054
1767723331.3492546,-80.0,-80.0,-80.0,,,,,,,
1767723331.3686805,,,,0.0,-0.0,0.0,,,,
1767723331.3769598,,,,,,,219,,,
1767723331.379757,,,,,,,,204.376,240.664,174.054
1767723331.402612,-81.0,-81.0,-81.0,,,,,,,
1767723331.4077747,,,,,,,220,,,
1767723331.4122837,,,,0.0,-0.0,0.0,,,,
1767723331.4222696,,,,,,,,204.376,240.664,92.701
1767723331.4512048,-81.0,-81.0,-81.0,,,,,,,
1767723331.4612942,,,,,,,221,,,
1767723331.465577,,,,0.0,-0.0,0.0,,,,
1767723331.4689462,,,,,,,,204.376,240.664,174.0855
1767723331.5003145,-82.0,-82.0,-82.0,,,,,,,
1767723331.5039551,,,,,,,222,,,
1767723331.5102217,,,,0.0,-0.0,0.0,,,,
1767723331.5173612,,,,,,,,204.376,240.664,49.659
1767723331.548642,-82.0,-82.0,-82.0,,,,,,,
1767723331.5586586,,,,,,,223,,,
1767723331.5633652,,,,0.0,-0.0,0.0,,,,
1767723331.56819,,,,,,,,204.376,240.664,49.659
1767723331.6015382,-83.0,-83.0,-83.0,,,,,,,
1767723331.6088831,,,,,,,224,,,
1767723331.61251,,,,0.0,-0.0,0.0,,,,
1767723331.616641,,,,,,,,274.5,240.664,46.451
1767723331.6493645,-83.0,-83.0,-83.0,,,,,,,
1767723331.658634,,,,,,,225,,,
1767723331.6626697,,,,0.0,-0.0,0.0,,,,
1767723331.666322,,,,,,,,274.5,125.37,46.451
1767723331.7003496,-84.0,-84.0,-84.0,,,,,,,
1767723331.7072403,,,,,,,226,,,
1767723331.7093728,,,,0.0,-0.0,0.0,,,,
1767723331.7127314,,,,,,,,274.5,125.37,173.823
1767723331.7492812,-84.0,-84.0,-84.0,,,,,,,
1767723331.7580514,,,,,,,227,,,
1767723331.7616217,,,,0.0,-0.0,0.0,,,,
1767723331.7667506,,,,,,,,274.5,125.37,173.897
1767723331.7989314,-85.0,-85.0,-85.0,,,,,,,
1767723331.8060467,,,,,,,228,,,
1767723331.8089657,,,,0.0,-0.0,0.0,,,,
1767723331.8125765,,,,,,,,271.348,125.37,173.9005
1767723331.851338,-85.0,-85.0,-85.0,,,,,,,
1767723331.8549922,,,,,,,229,,,
1767723331.8594792,,,,0.0,-0.0,0.0,,,,
1767723331.8676019,,,,,,,,271.348,125.37,9.9245
1767723331.9031036,-86.0,-86.0,-86.0,,,,,,,
1767723331.9108045,,,,0.0,-0.0,0.0,,,,
1767723331.9162269,,,,,,,,271.348,125.37,92.8195
1767723331.9481633,,,,,,,230,,,
1767723331.9535189,-86.0,-86.0,-86.0,,,,,,,
1767723331.9736695,,,,0.0,-0.0,0.0,,,,
1767723331.9926672,,,,,,,,271.348,125.37,92.8195
1767723331.9927862,,,,,,,231,,,
1767723332.0097313,-87.0,-87.0,-87.0,,,,,,,
1767723332.0129623,,,,,,,232,,,
1767723332.0178876,,,,,,,,271.348,125.37,92.8195
1767723332.0179722,,,,0.0,-0.0,0.0,,,,
1767723332.0494263,-87.0,-87.0,-87.0,,,,,,,
1767723332.0574543,,,,,,,233,,,
1767723332.0599504,,,,0.0,-0.0,0.0,,,,
1767723332.069224,,,,,,,,271.348,125.37,130.447
1767723332.1027443,-87.0,-87.0,-87.0,,,,,,,
1767723332.109208,,,,,,,234,,,
1767723332.1103785,,,,0.0,-0.0,0.0,,,,
1767723332.1104846,,,,,,,,271.348,125.37,175.547
1767723332.1484087,-88.0,-88.0,-88.0,,,,,,,
1767723332.1547399,,,,,,,235,,,
1767723332.160934,,,,,,,,271.348,125.37,323.2485
1767723332.163944,,,,0.0,-0.0,0.0,,,,
1767723332.1986673,-88.0,-88.0,-88.0,,,,,,,
1767723332.2056363,,,,,,,236,,,
1767723332.2099965,,,,0.0,-0.0,0.0,,,,
1767723332.2100906,,,,,,,,271.348,125.37,173.7285
1767723332.2484217,-89.0,-89.0,-89.0,,,,,,,
1767723332.2573798,,,,,,,237,,,
1767723332.2594912,,,,0.0,-0.0,0.0,,,,
1767723332.263553,,,,,,,,271.348,125.37,173.7285
1767723332.3002205,-89.0,-89.0,-89.0,,,,,,,
1767723332.310722,,,,0.0,-0.0,0.0,,,,
1767723332.3112295,,,,,,,238,,,
1767723332.313855,,,,,,,,271.348,125.37,92.598
1767723332.3505483,-90.0,-90.0,-90.0,,,,,,,
1767723332.3938198,,,,0.0,-0.0,0.0,,,,
1767723332.3939655,,,,,,,239,,,
1767723332.3952992,,,,,,,,271.348,125.37,195.861
1767723332.4068806,-90.0,-90.0,-90.0,,,,,,,
1767723332.413189,,,,,,,240,,,
1767723332.4373548,,,,0.0,-0.0,0.0,,,,
1767723332.437411,,,,,,,,271.348,125.37,195.861
1767723332.4506428,-91.0,-91.0,-91.0,,,,,,,
1767723332.4613988,,,,0.0,-0.0,0.0,,,,
1767723332.481338,,,,,,,241,,,
1767723332.5020914,-91.0,-91.0,-91.0,,,,,,,
1767723332.5087013,,,,0.0,-0.0,0.0,,,,
1767723332.5122902,,,,,,,242,,,
1767723332.5169673,,,,,,,,271.348,125.37,195.861
1767723332.553423,,,,,,,,271.348,125.37,173.775
1767723332.5562978,-92.0,-92.0,-92.0,,,,,,,
1767723332.5590172,,,,,,,243,,,
1767723332.565574,,,,0.0,-0.0,0.0,,,,
1767723332.5792933,,,,,,,,271.348,125.37,133.155
1767723332.6038952,-92.0,-92.0,-92.0,,,,,,,
1767723332.6080503,,,,,,,244,,,
1767723332.6118653,,,,0.0,-0.0,0.0,,,,
1767723332.6268296,,,,,,,,271.348,125.652,133.155
1767723332.6501718,-93.0,-93.0,-93.0,,,,,,,
1767723332.6566997,,,,,,,245,,,
1767723332.6620362,,,,0.0,-0.0,0.0,,,,
1767723332.673949,,,,,,,,271.348,125.652,133.155
1767723332.6994982,-93.0,-93.0,-93.0,,,,,,,
1767723332.7069073,,,,,,,246,,,
1767723332.711827,,,,0.0,-0.0,0.0,,,,
1767723332.718115,,,,,,,,271.348,125.652,173.875
1767723332.751323,-93.0,-93.0,-93.0,,,,,,,
1767723332.7565756,,,,,,,247,,,
1767723332.7601638,,,,0.0,-0.0,0.0,,,,
1767723332.772644,,,,,,,,140.9065,125.652,3812.2235
1767723332.8004627,-94.0,-94.0,-94.0,,,,,,,
1767723332.8097591,,,,,,,248,,,
1767723332.8112113,,,,0.0,-0.0,0.0,,,,
1767723332.8141265,,,,,,,,140.9065,125.652,3812.2235
1767723332.8494916,-94.0,-94.0,-94.0,,,,,,,
1767723332.8565032,,,,,,,249,,,
1767723332.8586257,,,,0.0,-0.0,0.0,,,,
1767723332.860854,,,,,,,,140.9065,125.652,5.8415
1767723332.9003823,-95.0,-95.0,-95.0,,,,,,,
1767723332.9066377,,,,,,,250,,,
1767723332.9086373,,,,0.0,-0.0,0.0,,,,
1767723332.9114037,,,,,,,,274.132,125.652,179.2005
1767723332.948868,-95.0,-95.0,-95.0,,,,,,,
1767723332.9584904,,,,,,,251,,,
1767723332.9631422,,,,0.0,-0.0,0.0,,,,
1767723332.963222,,,,,,,,274.132,125.652,179.2005
